Date Of Stop	Time Of Stop	SubAgency	Location	Year	Color	Race	Gender	Geolocation	Label
03/29/2015	22:52:00	2nd district, Bethesda	DEMOCRACY BLVD/ FERNWOOD	2011	GRAY	BLACK	M	(38.9502766666667, -76.9419683333333)	0
01/10/2013	09:28:00	2nd district, Bethesda	CABIN JOHN PKWY AND LOCK 6	2011	BLACK	WHITE	F	(38.9427669, -77.1227834666667)	0
11/09/2015	13:55:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2008	GRAY	WHITE	F	(38.9693866666667, -77.109295)	0
05/18/2016	11:10:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2014	WHITE	WHITE	M	(38.9454416666667, -77.123415)	0
10/03/2014	11:56:00	1st district, Rockville	FRIENDSHIP BLVD AT S PARK AVE	2010	BLACK	WHITE	F	(38.963765, -77.0887183333333)	0
06/07/2016	07:24:00	2nd district, Bethesda	KENSINGTON PKWY @ KENT ST	2010	BROWN	WHITE	F	(38.9643514666667, -77.1383046333333)	0
11/03/2015	19:29:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2016	SILVER	WHITE	M	(38.9640633333333, -77.0880816666667)	0
08/06/2014	23:30:00	2nd district, Bethesda	MASSACHUSSETTS AVE/ SANGAMORE RD	1999	BLACK	BLACK	M	(38.9569166666667, -77.121975)	0
01/10/2018	11:57:00	4th district, Wheaton	GOLDSBORO RD/MACARTHUR BLV	2017	WHITE	BLACK	M	(38.9578925833333, -77.108984)	0
02/25/2013	13:12:00	2nd district, Bethesda	CLARA BARTON PARKWAY AT LOCK 6	2000	SILVER	WHITE	M	(38.9428065666667, -77.12285945)	0
02/08/2016	09:37:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2004	SILVER	WHITE	M	(38.9686583333333, -77.109125)	0
09/01/2013	15:40:00	2nd district, Bethesda	OXFORD RD @ UNIVERSITY AVE	2010	BLACK	WHITE	F	(38.962367, -77.0862568333333)	0
10/23/2012	10:56:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	BLACK	WHITE	F	(38.9426109333333, -77.1227683833333)	0
05/31/2015	12:42:00	5th district, Germantown	UNIVERSITY/OXFORD	2006	WHITE	WHITE	M	(38.96822, -77.14068)	0
05/03/2013	12:49:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2006	SILVER	WHITE	F	(38.9644268666667, -77.13831905)	0
11/04/2015	22:45:00	2nd district, Bethesda	RIVER RD / RIDGEFIELD RD	2005	BLACK	BLACK	M	(38.965965, -77.1054966666667)	0
11/14/2014	07:22:00	2nd district, Bethesda	MAC ARTHUR BLVD / WALHONDING RD	2008	BLACK	WHITE	M	(38.96378, -77.1020166666667)	0
03/13/2015	23:50:00	2nd district, Bethesda	RIVER RD / SPRINGFIELD DR	2014	RED	BLACK	M	(38.9374983333333, -77.1090983333333)	0
03/25/2012	18:15:00	2nd district, Bethesda	MASSACHUSETTS AVE @ LITTLE FALLS PKWY	1993	WHITE	WHITE	M	(38.9674033333333, -77.0905416666667)	0
12/20/2017	22:37:00	2nd district, Bethesda	N/B WISCONSIN AND DORSET	2017	SILVER	WHITE	M	(38.9674166666667, -77.0885816666667)	0
10/19/2013	05:40:00	2nd district, Bethesda	MASSACHUSSETTS AVE/WESTMORELAND CIR	2013	SILVER	WHITE	M	(38.9636166666667, -77.102315)	0
03/16/2015	23:06:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2010	GRAY	WHITE	F	(38.9625283333333, -77.1002233333333)	0
06/16/2015	07:01:00	2nd district, Bethesda	GEORGIA AVE/ @ HOME DEPOT	2002	WHITE	WHITE	M	(38.8526283333333, -76.8582683333333)	0
08/13/2013	10:46:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2011	BLACK	ASIAN	F	(38.9643026, -77.1381108333333)	0
06/01/2013	20:14:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2006	RED	WHITE	M	(38.9635266666667, -77.1018933333333)	0
02/25/2013	11:40:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2013	SILVER	WHITE	M	(38.9428502666667, -77.1228174833333)	0
08/29/2016	11:09:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2014	BLACK	WHITE	M	(38.8702933333333, -94.6109883333333)	0
12/01/2017	17:00:00	2nd district, Bethesda	OLD GEORGETOWN RD @ WOODMONT AVE	2003	SILVER	BLACK	F	(38.9607416666667, -77.1328666666667)	0
03/30/2018	08:21:00	2nd district, Bethesda	WISCONSIN AVE@ SOUTH PARK AVE	2018	GRAY	WHITE	M	(38.9643133333333, -77.0869733333333)	0
07/17/2015	21:46:00	2nd district, Bethesda	RIVER/ SPRINGFIELD	2010	GREEN	ASIAN	F	(38.966935, -77.106795)	0
10/03/2014	16:38:00	2nd district, Bethesda	RIVER RD AND BUTLER RD	2007	BLUE	WHITE	M	(38.96116, -77.0857733333333)	0
10/26/2014	04:00:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2014	BLUE, DARK	WHITE	M	(38.96926, -77.138855)	0
07/06/2012	12:46:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2012	GRAY	BLACK	M	(38.96439005, -77.1383259666667)	0
05/18/2018	17:26:00	2nd district, Bethesda	79TH PL AT MACARTHUR BLVD	2010	BLACK	WHITE	U	(38.9695633333333, -77.1410466666667)	0
07/05/2015	13:58:00	2nd district, Bethesda	UNIVERSITY/OXFORD	2013	BLACK	WHITE	F	(38.9680333333333, -77.1407416666667)	0
04/30/2018	12:21:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2000	BLACK	WHITE	F	(38.9652716666667, -77.104415)	0
02/26/2015	22:41:00	2nd district, Bethesda	OLD GEORGETOWN/TUCKERMAN	2010	GRAY	BLACK	F	(38.9650983333333, -77.10396)	0
09/29/2013	12:20:00	2nd district, Bethesda	SHADY GROVE RD SB/ CHOKE CHERRY RD	2004	GRAY	BLACK	M	(38.9428566666667, -77.1227583333333)	0
09/21/2014	10:56:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2009	BEIGE	WHITE	F	(38.9693666666667, -77.13468)	0
11/13/2015	07:31:00	Headquarters and Special Operations	DORSET AVE WB / SURREY ST (WEST INT)	2008	BLUE, LIGHT	WHITE	F	(38.9645233333333, -77.104225)	0
12/03/2015	12:00:00	2nd district, Bethesda	WILLARD AVE. @ WESTERN AVE.	2008	BLUE, LIGHT	BLACK	M	(38.961955, -77.0850414833333)	0
07/14/2014	22:28:00	2nd district, Bethesda	MACARTHUR BLVD @ OBERLIN AVE	2003	WHITE	WHITE	F	(38.9677916666667, -77.13823)	0
02/01/2016	07:43:00	2nd district, Bethesda	RIVER RD/WESTBARD RD	2009	BLUE, LIGHT	WHITE	M	(38.9671433333333, -77.1086483333333)	0
09/11/2014	11:40:00	2nd district, Bethesda	RIVER RD AT WESTBARD AVE	2011	BLACK	WHITE	F	(38.9671116666667, -77.1088283333333)	0
01/27/2018	13:36:00	2nd district, Bethesda	WISCONSIN AVE / DRUMMOND AVE	2008	TAN	WHITE	F	(38.969675, -77.0895616666667)	0
07/06/2012	14:43:00	2nd district, Bethesda	S/B CL	2006	GRAY	WHITE	M	(38.9644007166667, -77.1383191666667)	0
10/03/2014	11:56:00	2nd district, Bethesda	FRIENDSHIP BLVD AT S PARK AVE	2010	WHITE	WHITE	F	(38.963765, -77.0887183333333)	0
11/04/2014	05:13:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	1999	BROWN	HISPANIC	M	(38.963425, -77.090155)	0
09/23/2014	18:15:00	2nd district, Bethesda	MASSACHUSETTS AVE/ CROMWELL DR	2012	RED	OTHER	M	(38.96119, -77.1162533333333)	0
04/28/2015	00:26:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2012	WHITE	NATIVE AMERICAN	M	(38.9637616666667, -77.1357383333333)	0
10/27/2015	19:49:00	2nd district, Bethesda	RIVER ROAD AT LANDY LANE	2003	GRAY	WHITE	M	(38.96477, -77.10388)	0
12/10/2015	08:29:00	2nd district, Bethesda	RIVER RD @ WESTBARD RD	2012	BLACK	WHITE	F	(38.9674733333333, -77.1089016666667)	0
08/02/2015	15:16:00	5th district, Germantown	MACARTHUR AND WALHONDING	2004	SILVER	WHITE	M	(38.968135, -77.140795)	0
04/23/2015	10:38:00	2nd district, Bethesda	MASSACHUSETTS AVE @ BALTIMORE AVE	2013	BLUE, DARK	WHITE	F	(38.9607633333333, -77.097535)	0
12/08/2015	10:21:00	2nd district, Bethesda	RIVER RD @ WESTBARD RD	2006	GRAY	BLACK	M	(38.967475, -77.1087133333333)	0
03/17/2015	11:49:00	2nd district, Bethesda	MACARTHUR BLVD/ WALHONDING RD	2003	SILVER	WHITE	F	(38.9583783333333, -77.1310166666667)	0
09/29/2013	08:07:00	2nd district, Bethesda	THE HILLS PLAZA AT S PARK	2010	WHITE	ASIAN	F	(38.969565, -77.1090233333333)	0
12/10/2014	23:19:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2007	GRAY	WHITE	M	(38.968175, -77.1384516666667)	0
06/05/2013	11:02:00	2nd district, Bethesda	DORSET/RIVER ROAD	2006	SILVER	ASIAN	M	(38.95859, -77.1309966666667)	0
11/26/2012	15:19:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2007	GOLD	WHITE	M	(38.9429444833333, -77.1228641666667)	0
07/31/2015	22:33:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2013	BLACK	WHITE	M	(38.9683066666667, -77.1383383333333)	0
04/20/2015	13:47:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2013	SILVER	HISPANIC	M	(38.958555, -77.1308933333333)	0
11/21/2016	10:22:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2008	MULTICOLOR	WHITE	M	(38.945545, -77.1234333333333)	0
05/18/2016	13:14:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2012	BLACK	WHITE	M	(38.9454216666667, -77.1234416666667)	0
01/30/2018	20:15:00	2nd district, Bethesda	MAC ARTHUR BLVD/CLARA BARTON PKWY RAMP	1997	SILVER	BLACK	F	(38.96935, -77.0774316666667)	0
10/21/2014	08:56:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2011	WHITE	BLACK	M	(38.967045, -77.13784)	0
04/19/2015	11:11:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2010	SILVER	WHITE	M	(38.96443675, -77.1382479833333)	0
03/19/2012	23:25:00	2nd district, Bethesda	MACARTHUR/OBERLIN	2008	WHITE	OTHER	F	(38.9645116666667, -77.1379616666667)	0
02/27/2017	10:42:00	2nd district, Bethesda	LOCK 6 @ CLARA BARTON PKWY	2009	WHITE	WHITE	F	(38.9465216666667, -77.12395)	0
11/19/2014	21:12:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	1999	SILVER	WHITE	M	(38.9634783333333, -77.135495)	0
10/25/2012	11:52:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	2012	SILVER	BLACK	M	(38.942825, -77.1227934)	0
09/05/2014	11:05:00	5th district, Germantown	UNIVERSITY/OXFORD	2010	RED	WHITE	M	(38.9680916666667, -77.1407383333333)	0
02/17/2012	15:42:00	2nd district, Bethesda	RIVER RD @ LITTLEFALLS PKWY	2016	RED	WHITE	M	(38.965995, -77.1046183333333)	0
11/21/2012	10:41:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2006	SILVER	OTHER	M	(38.94282735, -77.12277435)	0
10/18/2016	22:32:00	2nd district, Bethesda	S/B WISCONSIN AVE AT SOMERSET AVE	2004	BEIGE	BLACK	M	(38.96557, -77.0881366666667)	0
08/01/2018	13:18:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE S/B	2015	BLACK	WHITE	F	(38.9426383333333, -77.122575)	0
10/31/2016	17:04:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2006	SILVER	ASIAN	M	(38.95859, -77.1309966666667)	0
03/25/2015	14:36:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2013	BLACK	WHITE	M	(38.9681983333333, -77.1405483333333)	0
08/28/2014	23:21:00	Headquarters and Special Operations	MACARTHUR BLVD AND OBERLIN AVE	2009	SILVER	WHITE	M	(38.9652133333333, -77.13696)	0
02/02/2017	11:48:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2004	BLUE	WHITE	M	(38.96452, -77.1382492333333)	0
02/19/2018	23:56:00	2nd district, Bethesda	LITTLE FALLS PARKWAY AND RIVER ROAD	2002	WHITE	BLACK	M	(38.96346, -77.1019583333333)	0
03/04/2013	12:30:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2010	RED	WHITE	M	(38.9427414666667, -77.12277855)	0
03/08/2016	14:02:00	2nd district, Bethesda	MACARTHER@495	2007	BLACK	WHITE	F	(38.9687233333333, -77.141645)	0
08/24/2013	13:03:00	5th district, Germantown	CLARA BARTON PKWY @ LOCK 6 SB	2011	BLUE, DARK	WHITE	F	(38.9643266666667, -77.0894416666667)	0
12/30/2014	13:59:00	2nd district, Bethesda	355/MONGOMERY ST	2014	GRAY	WHITE	M	(38.9629783333333, -77.0870883333333)	0
12/04/2014	21:53:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2007	SILVER	WHITE	M	(38.9672466666667, -77.13794)	0
04/25/2012	15:53:00	2nd district, Bethesda	5511 MASSACHUSETTS AVE (WESTLAND MS)	2012	SILVER	WHITE	F	(38.9602728666667, -77.10976365)	0
11/04/2015	14:31:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2015	BLACK	HISPANIC	M	(38.9677733333333, -77.1407066666667)	0
11/22/2017	21:58:00	2nd district, Bethesda	MASSACHUSETTS AVE @ AVALON DR	2007	GRAY	WHITE	M	(38.961455, -77.133745)	0
07/15/2014	00:48:00	2nd district, Bethesda	MACARTHUR BLVD / CLARA BARTON PKWY	2013	BLACK	WHITE	F	(38.9613533333333, -77.1336383333333)	0
12/22/2013	11:11:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2012	BLACK	BLACK	M	(38.9427566666667, -77.1226816666667)	0
07/13/2012	09:46:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2003	GOLD	WHITE	F	(38.9643967666667, -77.1383323333333)	0
11/19/2014	08:05:00	2nd district, Bethesda	MACARTHUR BLVD @ OXFORD RD	2011	BLACK	WHITE	F	(38.9696583333333, -77.10896)	0
12/07/2017	07:07:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2010	GRAY	WHITE	M	(38.9557733333333, -77.1058733333333)	0
07/22/2014	00:33:00	2nd district, Bethesda	RAMP FROM CABIN JOHN PKWY @ MACARTHUR BV	2007	GRAY	WHITE	F	(38.9615316666667, -77.133925)	0
08/02/2015	12:59:00	5th district, Germantown	MACARTHUR BLVD AND OBERLIN AVE	2004	SILVER	WHITE	F	(38.9680166666667, -77.1407183333333)	0
06/26/2012	08:38:00	2nd district, Bethesda	5329 WESTBARD AVE	2002	BLACK	WHITE	M	(38.9623673666667, -77.1063062166667)	0
05/28/2015	08:54:00	Headquarters and Special Operations	WARWICK PL SB/ DORSET AVE	2014	WHITE	WHITE	F	(38.9674716666667, -77.09331)	0
01/08/2013	12:25:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	2009	BLUE, LIGHT	WHITE	M	(38.9428488166667, -77.12279035)	0
09/01/2017	14:51:00	2nd district, Bethesda	MASSACHUSETTS AVE/SANGAMORE RD	2007	BLUE	WHITE	M	(38.9585115, -77.1309605)	0
09/09/2014	22:00:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2010	WHITE	WHITE	M	(38.9585933333333, -77.1308616666667)	0
10/18/2016	10:23:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2001	SILVER	WHITE	M	(38.9585433333333, -77.1309183333333)	0
07/11/2014	18:05:00	5th district, Germantown	OXFORD DR @ UNIVERSITY AVE	2004	GOLD	WHITE	F	(38.9677933333333, -77.1408583333333)	0
08/09/2012	10:59:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2009	GRAY	WHITE	F	(38.9427866666667, -77.1226783333333)	0
03/05/2013	10:53:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2008	SILVER	WHITE	M	(38.9614316666667, -77.13369)	0
03/05/2016	13:34:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2013	BLACK	HISPANIC	M	(38.9585516666667, -77.1309416666667)	0
08/16/2013	21:12:00	2nd district, Bethesda	5468 WISCONSIN AVE		BRONZE	WHITE	M	(38.9629661666667, -77.0869903833333)	0
10/19/2014	22:38:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2010	SILVER	WHITE	F	(38.9632683333333, -77.1350166666667)	0
06/01/2013	02:39:00	5th district, Germantown	270 AND 370	1993	GREEN	WHITE	F	(38.9626583333333, -77.134785)	0
12/19/2012	22:46:00	2nd district, Bethesda	WILLARD AVE / RIVER RD	2006	GRAY	WHITE	F	(38.9636345833333, -77.1017586833333)	0
05/18/2016	13:21:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2014	SILVER	WHITE	M	(38.9452583333333, -77.1236883333333)	0
02/22/2016	17:43:00	2nd district, Bethesda	MASSACHUSETTS AVE @ LITTLE FALLS PKWY	2007	GRAY	WHITE	M	(38.9428983333333, -77.1226533333333)	0
08/10/2012	11:41:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2006	BLUE	WHITE	M	(38.9644874666667, -77.1383473666667)	0
11/10/2014	22:48:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2012	SILVER	WHITE	M	(38.9673816666667, -77.1087183333333)	0
01/10/2013	11:34:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2010	BLACK	BLACK	M	(38.9428196333333, -77.1228407333333)	0
11/17/2015	11:02:00	2nd district, Bethesda	DEMOCRACY BLVD/ FERNWOOD	2007	GRAY	BLACK	M	(38.9502766666667, -76.9419683333333)	0
07/23/2015	08:30:00	Headquarters and Special Operations	DORSET AVE NB / DEAL PL	2004	WHITE	WHITE	F	(38.96744, -77.0908333333333)	0
05/05/2015	23:02:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2012	BLACK	OTHER	F	(38.9642266666667, -77.13746)	0
09/28/2017	21:23:00	2nd district, Bethesda	RIVER ROAD AT VENTNOR ROAD	2010	BLACK	HISPANIC	M	(38.961335, -77.0987683333333)	0
10/27/2016	11:28:00	2nd district, Bethesda	FRIENDSHIP BLVD/WILLARD AVE	2011	GREEN	WHITE	F	(38.96195, -77.0888616666667)	0
10/12/2015	22:15:00	2nd district, Bethesda	WISCONSIN / WILLARD	2000	GREEN	BLACK	F	(38.961785, -77.086065)	0
10/11/2014	18:46:00	2nd district, Bethesda	5300 BLOCK FRIENDSHIP BLVD	2003	GRAY	OTHER	M	(38.959325, -77.087465)	0
09/03/2014	05:17:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2013	SILVER	WHITE	M	(38.9631533333333, -77.13484)	0
11/02/2012	22:15:00	2nd district, Bethesda	WISCONSIN / WILLARD	2000	RED	BLACK	F	(38.961785, -77.086065)	0
07/03/2018	13:46:00	2nd district, Bethesda	LITTLE FALLS PKWY@ RIVER RD	2006	WHITE	HISPANIC	F	(38.964035, -77.1001716666667)	0
10/22/2012	10:55:00	2nd district, Bethesda	WISCONSIN AVE@ WISCONSIN CIRCLE	2004	SILVER	BLACK	F	(38.961715, -77.0860883333333)	0
05/02/2017	10:20:00	2nd district, Bethesda	RIVER ROAD AND CLIPPER LANE	2012	BLUE	WHITE	F	(38.9640766666667, -77.1023966666667)	0
10/15/2014	13:45:00	2nd district, Bethesda	MASSACHUSSETS AVE/ BALTIMORE AVE	2013	BLACK	WHITE	M	(38.9599933333333, -77.104215)	0
10/31/2014	21:14:00	2nd district, Bethesda	MACARTHUR BLVD / CLARA BARTON PKWY	1997	SILVER	WHITE	M	(38.9594533333333, -77.1110183333333)	0
10/22/2015	08:24:00	2nd district, Bethesda	MACARTHUR/OBERLIN	2013	BLUE	WHITE	M	(38.9584216666667, -77.1308)	0
03/17/2015	12:46:00	2nd district, Bethesda	MACARTHUR BLVD/ WALHONDING RD	2013	SILVER	WHITE	M	(38.9583783333333, -77.1310166666667)	0
10/10/2014	23:20:00	2nd district, Bethesda	MACARTHUR/OBERLIN	2005	RED	BLACK	F	(38.964255, -77.1368316666667)	0
11/02/2013	04:07:00	3rd district, Silver Spring	COLESVILLE RD @ LORAIN AVE	2008	BLACK	BLACK	M	(38.9428566666667, -77.1227383333333)	0
11/20/2014	00:42:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2006	GRAY	WHITE	F	(38.969545, -77.1082466666667)	0
02/14/2013	14:39:00	5th district, Germantown	UNIVERSITY/OXFORD	2013	BLACK	WHITE	M	(38.96804, -77.1408)	0
06/09/2015	08:24:00	2nd district, Bethesda	DORSET AVE/ RIVER RD	2014	SILVER	BLACK	F	(38.9694816666667, -77.10855)	0
01/25/2018	08:35:00	2nd district, Bethesda	RIVER RD/WESTBARD RD	2013	BLUE, LIGHT	WHITE	M	(38.9667833333333, -77.108165)	0
07/11/2016	10:22:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2001	BLACK	WHITE	F	(38.945495, -77.123405)	0
06/05/2013	11:57:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6 SB	1994	BLACK	WHITE	M	(38.943055, -77.1227216666667)	0
10/24/2016	14:07:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2015	GRAY	WHITE	M	(38.9586116666667, -77.1309766666667)	0
03/04/2013	11:01:00	3rd district, Silver Spring	MACARTHUR AND WALHONDING	2008	BLUE	WHITE	M	(38.9584766666667, -77.1309416666667)	0
12/25/2016	19:42:00	1st district, Rockville	WISCONSIN AVE/S PARK AVE	2017	GRAY	BLACK	M	(38.9657, -77.088115)	0
06/09/2015	13:47:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	1991	MAROON	WHITE	M	(38.958445, -77.1310816666667)	0
10/12/2015	08:57:00	2nd district, Bethesda	RIVER RD/NVENTNOR RD	2014	SILVER	ASIAN	M	(38.9678333333333, -77.1409833333333)	0
04/13/2014	10:22:00	2nd district, Bethesda	S/B WISCONSIN AVE @ WILLARD AVE	2003	SILVER	WHITE	F	(38.962835, -77.088165)	0
11/04/2013	14:18:00	Headquarters and Special Operations	WISCONSIN CIR & BUS LOOP EXIT	2009	BLUE	BLACK	M	(38.9616733333333, -77.08566)	0
09/28/2013	19:24:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2010	WHITE	HISPANIC	M	(38.9427866666667, -77.1226783333333)	0
05/10/2015	05:36:00	2nd district, Bethesda	OAKLYN DR / CRIMSON LEAF TERRACE	2003	RED	BLACK	M	(38.95847, -77.1311066666667)	0
09/28/2013	10:53:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2013	SILVER	WHITE	F	(38.9456116666667, -77.1234)	0
09/20/2013	12:11:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2014	GRAY	HISPANIC	F	(38.9428116666667, -77.1227133333333)	0
04/21/2015	10:20:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2007	BLUE	BLACK	M	(38.9584266666667, -77.1309666666667)	0
09/06/2016	11:12:00	2nd district, Bethesda	MACARTHUR BLVD/ WALHONDING RD	2015	GRAY	WHITE	F	(38.9453583333333, -77.1237266666667)	0
04/22/2015	07:56:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2013	BLACK	WHITE	M	(38.9620116666667, -77.1192166666667)	0
09/12/2013	10:28:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2007	WHITE	ASIAN	F	(38.9428266666667, -77.1227266666667)	0
11/27/2017	08:53:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 7	2013	MULTICOLOR	BLACK	F	(38.9612183333333, -77.1058066666667)	0
11/14/2017	21:06:00	2nd district, Bethesda	DORSET@DEVON	2017	WHITE	BLACK	M	(38.9645983333333, -77.1361383333333)	0
09/16/2014	11:06:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2013	RED	HISPANIC	M	(38.942715, -77.1227133333333)	0
05/19/2016	10:20:00	2nd district, Bethesda	CLARA BARTON PKW @ LOCK 6	2015	WHITE	WHITE	F	(38.9452933333333, -77.1240133333333)	0
07/17/2015	18:15:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2010	BLUE	WHITE	F	(38.966935, -77.106795)	0
04/30/2018	15:56:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2018	GRAY	WHITE	F	(38.9635216666667, -77.1022216666667)	0
12/03/2015	07:33:00	2nd district, Bethesda	RIVER RD @ WESTBARD RD	2003	GOLD	WHITE	F	(38.9675016666667, -77.1088033333333)	0
11/10/2014	23:20:00	2nd district, Bethesda	CROMWELL DR/SPRINGFIELD RD	2006	BLACK	WHITE	F	(38.9637266666667, -77.1358233333333)	0
06/22/2016	13:05:00	2nd district, Bethesda	MASSACHUSETTES AVE/WESTBARD AVE	2010	SILVER	BLACK	F	(38.9590416666667, -77.1086116666667)	0
12/13/2015	12:34:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2014	GRAY	WHITE	M	(38.9615633333333, -77.08626)	0
11/09/2015	13:55:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2008	GRAY	WHITE	F	(38.9652666666667, -77.1075183333333)	0
12/03/2014	09:13:00	2nd district, Bethesda	RIVER AND DORSETT	2001	GRAY	WHITE	F	(38.9629866666667, -77.10133)	0
09/13/2014	09:13:00	2nd district, Bethesda	WESTBARD AVENUE @ MASSACHUSETTS AVENUE	1998	GOLD	BLACK	M	(38.95847, -77.1094866666667)	0
06/15/2012	19:16:00	2nd district, Bethesda	WISCONSIN / DORSET	2005	BLACK	BLACK	M	(38.9663134, -77.0886099166667)	0
06/01/2013	20:01:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKY	2007	BLACK	WHITE	M	(38.9637166666667, -77.1019092333333)	0
05/22/2012	17:29:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2006	BLACK	WHITE	M	(38.9504158666667, -77.1202658166667)	0
03/11/2015	11:53:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2005	WHITE	WHITE	M	(38.9583116666667, -77.1309033333333)	0
08/31/2012	15:00:00	2nd district, Bethesda	LITTLE FALLS PKWY @ MASSACHUSETTS AVE	2012	RED	WHITE	F	(38.9578925833333, -77.108984)	0
06/20/2015	03:42:00	2nd district, Bethesda	MACARTHUR BLV @ WALHONDING RD	2010	RED	BLACK	M	(38.95589, -77.1057633333333)	0
05/03/2015	11:45:00	2nd district, Bethesda	WESTBARD AVE AT WESTBARD CIR	2008	BLACK	WHITE	F	(38.9426566, -77.12275295)	0
07/21/2014	16:17:00	2nd district, Bethesda	RAMP FROM CABIN JOHN PKWY @ MACARTHUR BV	2007	BLUE	WHITE	M	(38.9628316666667, -77.1348566666667)	0
04/15/2015	22:28:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2013	WHITE	WHITE	F	(38.964429, -77.1383493833333)	0
